Time (s),Pressure (mmHg)
8.85,67.45
8.88,68.69
8.90,68.93
8.92,69.19
8.95,69.79
8.97,69.76
8.99,69.86
9.02,70.15
9.06,68.31
9.09,67.59
9.11,67.76
9.13,67.69
9.16,67.59
9.18,67.64
9.20,67.57
9.23,67.83
9.25,67.95
9.27,67.81
9.30,67.92
9.32,68.16
9.34,68.24
9.37,68.28
9.39,68.09
9.41,68.16
9.44,68.38
9.46,68.14
9.48,68.40
9.51,68.52
9.53,68.38
9.55,68.62
9.57,68.78
9.60,68.83
9.62,68.59
9.64,68.93
9.67,69.00
9.69,69.14
9.71,69.14
9.74,69.67
9.76,70.82
9.78,71.03
9.81,71.87
9.83,71.84
9.85,72.20
9.88,72.18
9.90,72.46
9.92,72.51
9.95,72.49
9.97,72.30
9.99,72.34
10.02,72.30
10.04,72.06
10.06,72.39
10.09,72.30
10.11,72.61
10.13,72.66
10.16,72.51
10.18,72.89
10.20,72.66
10.22,72.97
10.25,72.75
10.27,73.06
10.29,73.11
10.32,72.94
10.34,73.21
10.36,72.99
10.39,73.30
10.41,73.16
10.43,73.40
10.46,73.28
10.48,73.40
10.50,73.71
10.53,73.52
10.55,73.80
10.57,73.83
10.60,75.00
10.62,75.45
10.64,75.91
10.67,76.57
10.69,77.12
10.71,77.22
10.74,77.17
10.76,77.36
10.78,77.46
10.81,77.08
10.83,77.24
10.85,76.93
10.87,76.86
10.90,77.10
10.92,76.91
10.94,76.96
10.97,77.22
10.99,77.00
11.01,77.31
11.04,77.31
11.06,77.20
11.08,77.41
11.11,77.27
11.13,77.27
11.15,77.55
11.18,77.39
11.20,77.39
11.22,77.58
11.25,77.70
11.27,77.94
11.29,78.03
11.32,77.98
11.34,78.06
11.36,78.34
11.39,78.22
11.41,78.60
11.43,78.94
11.46,79.92
11.48,80.42
11.50,81.09
11.53,81.50
11.55,81.78
11.57,82.02
11.59,82.09
11.62,82.38
11.64,82.38
11.66,82.31
11.69,81.90
11.71,81.78
11.73,81.90
11.76,81.88
11.78,81.59
11.80,81.64
11.83,81.81
11.85,81.90
11.87,81.64
11.90,81.73
11.92,81.93
11.94,81.95
11.97,81.81
11.99,81.81
12.01,81.85
12.04,81.95
12.06,82.21
12.08,82.33
12.11,82.45
12.13,82.38
12.15,82.43
12.18,82.79
12.20,82.91
12.22,83.00
12.24,83.02
12.27,82.93
12.29,83.19
12.31,83.22
12.34,84.17
12.36,84.67
12.38,85.22
12.41,85.99
12.43,86.11
12.45,86.47
12.48,86.87
12.50,87.01
12.52,86.99
12.55,86.94
12.57,86.92
12.59,86.78
12.62,86.61
12.64,86.58
12.66,86.32
12.69,86.15
12.71,86.13
12.73,86.11
12.76,86.04
12.78,86.08
12.80,86.08
12.83,86.11
12.85,86.27
12.87,86.47
12.90,86.63
12.92,86.80
12.94,86.80
12.96,86.92
12.99,87.04
13.01,87.25
13.03,87.28
13.06,87.47
13.08,87.49
13.10,87.61
13.13,87.78
13.15,87.78
13.17,88.26
13.20,88.64
13.22,89.31
13.24,89.76
13.27,90.10
13.29,90.46
13.31,90.29
13.34,90.67
13.36,90.65
13.38,90.86
13.41,90.62
13.43,90.57
13.45,90.46
13.48,90.43
13.50,90.41
13.52,90.19
13.55,90.34
13.57,90.10
13.59,90.14
13.61,90.14
13.64,90.24
13.66,90.29
13.68,90.34
13.71,90.62
13.73,90.89
13.75,90.79
13.78,91.10
13.80,91.00
13.82,91.12
13.85,91.43
13.87,91.53
13.89,91.60
13.92,91.70
13.94,91.75
13.96,91.79
13.99,91.79
14.01,92.03
14.03,92.46
14.06,93.27
14.08,93.92
14.10,94.47
14.13,94.45
14.15,94.52
14.17,94.59
14.20,94.64
14.22,94.90
14.24,94.76
14.27,94.49
14.29,94.02
14.31,93.94
14.33,93.97
14.36,94.09
14.38,94.09
14.40,94.06
14.43,94.09
14.45,94.02
14.47,94.06
14.50,94.42
14.52,94.49
14.54,94.56
14.57,94.78
14.59,94.56
14.61,94.78
14.64,95.04
14.66,95.19
14.68,95.02
14.71,95.19
14.73,95.26
14.75,95.57
14.78,95.69
14.80,95.47
14.82,95.69
14.85,96.19
14.87,96.48
14.89,96.69
14.92,97.50
14.94,97.86
14.96,98.51
14.98,98.46
15.01,98.53
15.03,98.53
15.05,98.75
15.08,98.53
15.10,98.70
15.12,98.41
15.15,98.46
15.17,98.24
15.19,98.29
15.22,98.58
15.24,98.65
15.26,98.70
15.29,98.58
15.31,98.79
15.33,98.84
15.36,98.75
15.38,99.03
15.40,99.13
15.43,99.06
15.45,99.10
15.47,99.37
15.50,99.51
15.52,99.61
15.54,99.58
15.57,99.84
15.59,99.75
15.61,99.87
15.64,100.18
15.66,100.20
15.68,100.08
15.70,100.18
15.73,100.23
15.75,100.47
15.77,100.54
15.80,101.66
15.82,102.00
15.84,102.21
15.87,102.93
15.89,102.81
15.91,102.76
15.94,102.90
15.96,102.62
15.98,102.50
16.01,102.52
16.03,102.35
16.05,102.14
16.08,102.14
16.10,102.38
16.12,102.50
16.15,102.86
16.17,102.93
16.19,102.78
16.22,103.12
16.24,103.09
16.26,103.05
16.29,103.33
16.31,103.17
16.33,103.21
16.35,103.48
16.38,103.40
16.40,103.45
16.42,103.67
16.45,103.69
16.47,104.10
16.49,103.91
16.52,104.29
16.54,104.34
16.56,104.10
16.59,104.50
16.61,104.65
16.63,105.27
16.66,105.82
16.68,105.99
16.70,106.37
16.73,106.20
16.75,106.39
16.77,105.96
16.80,106.06
16.82,105.67
16.84,105.48
16.87,105.75
16.89,105.65
16.91,105.96
16.94,105.99
16.96,106.32
16.98,106.25
17.01,106.53
17.03,106.42
17.05,106.42
17.07,106.65
17.10,106.51
17.12,106.77
17.14,106.89
17.17,106.92
17.19,106.89
17.21,107.20
17.24,107.18
17.26,107.51
17.28,107.28
17.31,107.68
17.33,107.47
17.35,107.80
17.38,107.71
17.40,107.94
17.42,107.97
17.45,108.18
17.47,108.49
17.49,108.61
17.52,109.59
17.54,109.90
17.56,110.02
17.59,110.00
17.61,109.95
17.63,109.55
17.66,109.62
17.68,109.31
17.70,109.31
17.72,109.14
17.75,109.52
17.77,109.45
17.79,109.52
17.82,109.76
17.84,110.12
17.86,110.00
17.89,110.24
17.91,110.05
17.93,110.07
17.96,110.19
17.98,110.48
18.00,110.50
18.03,110.60
18.05,110.45
18.07,110.81
18.10,110.88
18.12,110.81
18.14,110.79
18.17,110.98
18.19,111.03
18.21,111.24
18.24,111.41
18.26,111.19
18.28,111.60
18.31,111.50
18.33,111.89
18.35,112.01
18.38,112.96
18.40,112.94
18.42,113.15
18.44,113.44
18.47,112.96
18.49,113.11
18.51,112.75
18.54,112.79
18.56,112.58
18.58,112.75
18.61,112.53
18.63,113.06
18.65,112.91
18.68,113.20
18.70,113.39
18.72,113.51
18.75,113.58
18.77,113.39
18.79,113.58
18.82,113.63
18.84,113.68
18.86,113.49
18.89,113.63
18.91,113.68
18.93,114.06
18.96,114.08
18.98,113.99
19.00,114.25
19.03,114.37
19.05,114.44
19.07,114.23
19.09,114.56
19.12,114.44
19.14,114.47
19.16,114.73
19.19,114.63
19.21,114.99
19.23,114.83
19.26,115.78
19.28,115.95
19.30,116.52
19.33,116.38
19.35,116.26
19.37,116.16
19.40,115.95
19.42,116.04
19.44,115.80
19.47,115.95
19.49,115.76
19.51,115.95
19.54,116.00
19.56,116.26
19.58,116.59
19.61,116.47
19.63,116.52
19.65,116.78
19.68,116.81
19.70,116.86
19.72,116.62
19.75,116.78
19.77,117.05
19.79,117.09
19.81,117.00
19.84,117.09
19.86,117.38
19.88,117.33
19.91,117.36
19.93,117.69
19.95,117.45
19.98,117.79
20.00,117.60
20.02,117.86
20.05,117.84
20.07,118.48
20.09,118.98
20.12,119.29
20.14,119.10
20.16,119.29
20.19,119.10
20.21,119.03
20.23,118.96
20.26,118.62
20.28,118.84
20.30,118.86
20.33,119.08
20.35,119.25
20.37,119.10
20.40,119.20
20.42,119.27
20.44,119.63
20.46,119.60
20.49,119.70
20.51,119.60
20.53,119.51
20.56,119.79
20.58,119.87
20.60,119.94
20.63,120.06
20.65,120.25
20.67,120.01
20.70,120.18
20.72,120.37
20.74,120.20
20.77,120.51
20.79,120.58
20.81,120.49
20.84,120.56
20.86,120.85
20.88,120.77
20.91,121.06
20.93,121.71
20.95,122.14
20.98,122.54
21.00,122.57
21.02,122.21
21.05,122.26
21.07,121.92
21.09,122.14
21.11,122.02
21.14,121.85
21.16,121.75
21.18,122.11
21.21,122.30
21.23,122.14
21.25,122.52
21.28,122.42
21.30,122.76
21.32,122.76
21.35,122.81
21.37,122.54
21.39,122.83
21.42,122.88
21.44,122.69
21.46,122.97
21.49,123.12
21.51,123.00
21.53,123.09
21.56,123.45
21.58,123.28
21.60,123.55
21.63,123.69
21.65,123.52
21.67,123.62
21.70,123.93
21.72,123.93
21.74,124.05
21.77,124.00
21.79,123.86
21.81,124.33
21.83,124.96
21.86,125.10
21.88,125.22
21.90,125.41
21.93,125.27
21.95,125.00
21.97,125.08
22.00,125.03
22.02,124.79
22.04,124.79
22.07,124.88
22.09,125.22
22.11,125.15
22.14,125.27
22.16,125.53
22.18,125.39
22.21,125.43
22.23,125.43
22.25,125.74
22.28,125.74
22.30,125.53
22.32,125.58
22.35,125.65
22.37,125.96
22.39,126.01
22.42,125.86
22.44,125.98
22.46,126.27
22.48,126.08
22.51,126.13
22.53,126.13
22.55,126.39
22.58,126.32
22.60,126.39
22.62,126.70
22.65,127.01
22.67,127.54
22.69,127.44
22.72,127.58
22.74,127.75
22.76,127.54
22.79,127.42
22.81,127.15
22.83,127.34
22.86,127.32
22.88,127.18
22.90,127.46
22.93,127.61
22.95,127.73
22.97,127.58
23.00,127.44
23.02,127.56
23.04,127.32
23.07,127.49
23.09,127.58
23.11,127.68
23.14,127.51
23.16,127.87
23.18,127.68
23.20,127.97
23.23,128.09
23.25,127.87
23.27,128.01
23.30,128.20
23.32,128.32
23.34,128.11
23.37,128.16
23.39,128.47
23.41,128.32
23.44,128.44
23.46,128.90
23.48,129.47
23.51,129.78
23.53,129.54
23.55,129.71
23.58,129.33
23.60,129.23
23.62,129.21
23.65,129.18
23.67,129.42
23.69,129.23
23.72,129.52
23.74,129.69
23.76,129.69
23.79,129.88
23.81,129.66
23.83,129.73
23.85,129.97
23.88,130.07
